,Text,Annotation,Show
1663,I found it.Yep.,neutral,Parks and Recreation
1664,What did I say instead?,neutral,Parks and Recreation
1665,Ah  classic Derekwith the Zings.,neutral,Parks and Recreation
1666,I'm doing a little experiment tonightto see what will get me drunker.,neutral,Parks and Recreation
1667,"How did that little turd do it? ""Thank you  Old Gus",neutral,Parks and Recreation
1668,- Terminator.- What? No. JFK.,neutral,Parks and Recreation
1669,and we'll all go on with our lives.Thank you.,neutral,Parks and Recreation
1670,Ulani is my girlfriend and she's important to me,neutral,Parks and Recreation
1671,I have been dreaming,neutral,Parks and Recreation
1672,Janine? Hi.,neutral,Parks and Recreation
1673,and he's living,neutral,Parks and Recreation
1674,One date. But let me makeone thing perfectly clear...,neutral,Parks and Recreation
1675,popular talent competition,neutral,Parks and Recreation
1676,Do you want to have sexsomewhere after I do that?,sexist,Parks and Recreation
1677,Do you even wantto kill at this wedding?,neutral,Parks and Recreation
1678,The Leslie Knope ProjectPreparedness Super System.,neutral,Parks and Recreation
1679,instead of her soul mate.,neutral,Parks and Recreation
1680,This one is on us.,neutral,Parks and Recreation
1681,Well  you heard her  doc.,neutral,Parks and Recreation
1682,but I'm sureabout my decision.,neutral,Parks and Recreation
1683,And we will just be...,neutral,Parks and Recreation
1684,Why  yes it is.My son sells them on Etsy.,neutral,Parks and Recreation
1685,Leslie where are you going?,neutral,Parks and Recreation
1686,and I'm tired of waitingon them  okay? Okay.,neutral,Parks and Recreation
1687,I got an opportunityI couldn't say no to,neutral,Parks and Recreation
1688,You are the unreasonable one!,neutral,Parks and Recreation
1689,of confusing culturalred herrings.,neutral,Parks and Recreation
1690,You know  it's just,neutral,Parks and Recreation
1691,Was it worth it,neutral,Parks and Recreation
1692,I still need an addressfor insurance purposes.,neutral,Parks and Recreation
1693,- Ohh.- That is exciting.,neutral,Parks and Recreation
1694,I don't know,neutral,Parks and Recreation
1695,Actually  it's not.The way the bill is drafted,neutral,Parks and Recreation
1696,So if you want todiscuss politics,neutral,Parks and Recreation
1697,Oh  yeah.Oh  yeah  okay.,neutral,Parks and Recreation
1698,but this is not a LiamNeeson Taken scenario.,neutral,Parks and Recreation
1699,Are there any places outthere I should check out?,neutral,Parks and Recreation
1700,Okay. Why are you asking me?,neutral,Parks and Recreation
1701,and you're  like way out of his league,neutral,Parks and Recreation
1702,We wouldn'teven think it.,neutral,Parks and Recreation
1703,but the students have reallytaken to it at Wolman and McCoy.,neutral,Parks and Recreation
1704,Make sure you keep a firmpressure on the cranium.,neutral,Parks and Recreation
1705,So  Mr. Haverford let's get to it.,neutral,Parks and Recreation
1706,No  I'm in charge of booking the bands for the concert,neutral,Parks and Recreation
1707,Great! It's a pleasureto finally meet you  Ben.,neutral,Parks and Recreation
1708,A few weeks ago a guy called mea bitch in a bowling alley,sexist,Parks and Recreation
1709,when we have unprotected sex?,sexist,Parks and Recreation
1710,What was that? What was that?,neutral,Parks and Recreation
1711,"Missionaries come to him. They'relike  ""Are you John Rambo?""",neutral,Parks and Recreation
1712,Leslie Knope's assistant.,neutral,Parks and Recreation
1713,It's actually not--,neutral,Parks and Recreation
1714,Stop laughing  Muriel.,neutral,Parks and Recreation
1715,And blah  blah  blah.No.,neutral,Parks and Recreation
1716,Wow.,neutral,Parks and Recreation
1717,that she's in love with,neutral,Parks and Recreation
1718,I... We had a brief affairin February of 2004.,neutral,Parks and Recreation
1719,There's no bidding war.No one's talking...,neutral,Parks and Recreation
1720,My job is done  and so is yours.It's just sex.,sexist,Parks and Recreation
1721,Oh!,neutral,Parks and Recreation
1722,- Okay  we can fix this.- Yes  we can.,neutral,Parks and Recreation
1723,Laugh all you want  Kyle.,neutral,Parks and Recreation
1724,Just relaaax  man.,neutral,Parks and Recreation
1725,Big idea  Ann.And see how you do.,neutral,Parks and Recreation
1726,Hold on.What do you mean?,neutral,Parks and Recreation
1727,RON: The girls areon break.,neutral,Parks and Recreation
1728,You son of a bitch.,sexist,Parks and Recreation
1729,Yes  that's correct.,neutral,Parks and Recreation
1730,All I did was write andperform in one amazing skit.,neutral,Parks and Recreation
1731,Oh. Hey. Hold on a second.,neutral,Parks and Recreation
1732,look up to.,neutral,Parks and Recreation
1733,- Deal.- Tom.,neutral,Parks and Recreation
1734,Good  because the cover-upis worse than the crime.,neutral,Parks and Recreation
1735,Please  come in.,neutral,Parks and Recreation
1736,Are you nodding,neutral,Parks and Recreation
1737,This morning,neutral,Parks and Recreation
1738,Hey  I'm sorry if I was curt earlier.,neutral,Parks and Recreation
1739,withholding as usual.,neutral,Parks and Recreation
1740,Second  Tammy isa psychological mastermind.,neutral,Parks and Recreation
1741,that this wasa very special occasion,neutral,Parks and Recreation
1742,It's from Kernston's,neutral,Parks and Recreation
1743,Oops.,neutral,Parks and Recreation
1744,The zodiac killernever confessed.,neutral,Parks and Recreation
1745,You can't just show upat my door like this.,neutral,Parks and Recreation
1746,Mushy.,neutral,Parks and Recreation
1747,But this is just as important.,neutral,Parks and Recreation
1748,Oh  in a way.,neutral,Parks and Recreation
1749,"Did she say ""fartsicle""?",neutral,Parks and Recreation
1750,One time our boat almost tipped over,neutral,Parks and Recreation
1751,There's nothing...,neutral,Parks and Recreation
1752,We ended up with more animalsthan we started with.,neutral,Parks and Recreation
1753,"in Accounting Magazine's""Riskiest Businesses"" issue.",neutral,Parks and Recreation
1754,Oh  yeah.,neutral,Parks and Recreation
1755,Clink! Now.,neutral,Parks and Recreation
1756,Everything in this city is a clue.,neutral,Parks and Recreation
1757,Right down to theunisex linen tunics.,sexist,Parks and Recreation
1758,do you think those fit humans?,neutral,Parks and Recreation
1759,First of all  this is Evelyn.,neutral,Parks and Recreation
1760,Let's get some musicand dancing going.,neutral,Parks and Recreation
1761, Wonderful!,neutral,Parks and Recreation
1762,Okay.,neutral,Parks and Recreation
1763,So  Swayze runs. Boom! Tacklesthe guy off the motorcycle.,neutral,Parks and Recreation
1764,you are a major dick.,neutral,Parks and Recreation
1765,And I trust you.,neutral,Parks and Recreation
1766,public servant all-around person,neutral,Parks and Recreation
1767,Okay. So...,neutral,Parks and Recreation
1768,Learning to Speak Mandarin,neutral,Parks and Recreation
1769,Official time-out.,neutral,Parks and Recreation
1770,All right.,neutral,Parks and Recreation
1771,I wouldn't want to go with you,neutral,Parks and Recreation
1772,Me  too!,neutral,Parks and Recreation
1773,to my department.,neutral,Parks and Recreation
1774,"Welcome to ""The Quiet Corn"".",neutral,Parks and Recreation
1775,I need to let people knowthat I'm forging my own path,neutral,Parks and Recreation
1776,Oh!,neutral,Parks and Recreation
1777,I don't know what to do.Am I making the right decision?,neutral,Parks and Recreation
1778,the most traumatic two separate daysof my life and wanna sue you again.,neutral,Parks and Recreation
1779,floor of City Hall.,neutral,Parks and Recreation
1780,wanted to promote them  butI insisted they be fired.,neutral,Parks and Recreation
1781,Shouldn't you take thisup with animal control?,neutral,Parks and Recreation
1782,No way. Oh  my God.Thank you.,neutral,Parks and Recreation
1783,You son of a bitch.,sexist,Parks and Recreation
1784,Terrible people defeat greatpeople all of the time.,neutral,Parks and Recreation
1785,"Boss bitch or ""bitch boss""?",sexist,Parks and Recreation
1786,You gave Tomall your money?,neutral,Parks and Recreation
1787,You know  do you have a pen?,neutral,Parks and Recreation
1788,the equation on that one.,neutral,Parks and Recreation
1789,We all were in the pit,neutral,Parks and Recreation
1790,I love her. And I want a partner. Horseback.,neutral,Parks and Recreation
1791,And Tom considers himselfa foodie,neutral,Parks and Recreation
1792,But I feel I cantell you anything.,neutral,Parks and Recreation
1793,- Yay!- Whoo!,neutral,Parks and Recreation
1794,With all your bills,neutral,Parks and Recreation
1795,As you remember  I'm April  and thisis Ann  my 65-year-old grandmother.,neutral,Parks and Recreation
1796,with all the former living,neutral,Parks and Recreation
1797,reads the card of a man,neutral,Parks and Recreation
1798,in an effort to cover up yourrelationship with Ben Wyatt?,neutral,Parks and Recreation
1799,Words relating to dogs.,neutral,Parks and Recreation
1800,Okay  don't mention,neutral,Parks and Recreation
1801,Do you know that theoriginal image of a ladder,neutral,Parks and Recreation
1802,I'm so sorry thatI've been crazy.,neutral,Parks and Recreation
1803,- Mm-hmm.- And I hope that this eases,neutral,Parks and Recreation
1804,All right  Ms. Ludgate.We're getting close.,neutral,Parks and Recreation
1805,Thank you.,neutral,Parks and Recreation
1806,Just drain the ocean.,neutral,Parks and Recreation
1807,that the Pawnee Videodome is a placewith tremendous community value,neutral,Parks and Recreation
1808,Good Lord.What happened tothe rest of my face?,neutral,Parks and Recreation
1809,The people of Pawnee don't knowhow lucky they are to have you.,neutral,Parks and Recreation
1810,- Joan?,neutral,Parks and Recreation
1811,Are you Leslie Knope?Yes.,neutral,Parks and Recreation
1812,That's the side that hurts.,neutral,Parks and Recreation
1813,What is this?,neutral,Parks and Recreation
1814,Nice to see you as always.,neutral,Parks and Recreation
1815,have met you guys.,neutral,Parks and Recreation
1816,Leslie  my first wife  Tammy  tried,neutral,Parks and Recreation
1817,Did you see that? That son ofa bitch just rear-ended me.,sexist,Parks and Recreation
1818,Come on  give me it.,neutral,Parks and Recreation
1819,I think it's probably,neutral,Parks and Recreation
1820,and they've just drifted apart,neutral,Parks and Recreation
1821,Yeah.Yeah  okay.,neutral,Parks and Recreation
1822,Tammy. Oh!,neutral,Parks and Recreation
1823,Ann  you are sucha good friend.,neutral,Parks and Recreation
1824,Frankly  he's a real jerk.,neutral,Parks and Recreation
1825,With my claymaish?,neutral,Parks and Recreation
1826,Sorry.,neutral,Parks and Recreation
1827,But if that ends up meaning,neutral,Parks and Recreation
1828,And the mayor knows thatyou did a great job.,neutral,Parks and Recreation
1829,Look  I am not a prude.,neutral,Parks and Recreation
1830,You're the bestcarpet man in Pawnee.,neutral,Parks and Recreation
1831,because it is another successfor their committee.,neutral,Parks and Recreation
1832,I hear that.Let's go clubbing.,neutral,Parks and Recreation
1833,with you anda Secret Service detail.,neutral,Parks and Recreation
1834,I can't picture it.,neutral,Parks and Recreation
1835,and replaced it witha thick slab of sadness.,neutral,Parks and Recreation
1836,Yeah  he's really goodat coming up with names.,neutral,Parks and Recreation
1837,Fruity or earthy?,neutral,Parks and Recreation
1838,Those are personal.No one's allowed to read those.,neutral,Parks and Recreation
1839,Is Leslie here?,neutral,Parks and Recreation
1840,It's good stuff.,neutral,Parks and Recreation
1841,All the drinks and the foodwill be on us.,neutral,Parks and Recreation
1842,Look  I told you I'm notgoing on a date with him.,neutral,Parks and Recreation
1843,It had black hair  but youcould see through his skin.,neutral,Parks and Recreation
1844,problem-solving my bitch.,neutral,Parks and Recreation
1845,"Yeah  I'll just writein ""bitch.""",sexist,Parks and Recreation
1846,Andy.,neutral,Parks and Recreation
1847,Well  how about,neutral,Parks and Recreation
1848,Classic.,neutral,Parks and Recreation
1849,You know what's really great?,neutral,Parks and Recreation
1850,Ann.,neutral,Parks and Recreation
1851,- No. No way. Not on my watch.- Not on her watch.,neutral,Parks and Recreation
1852,You're supposed to fight sometimes.,neutral,Parks and Recreation
1853,I have to say  Leslie,neutral,Parks and Recreation
1854,- It's impossible.- No  it isn't.,neutral,Parks and Recreation
1855,like animals.,neutral,Parks and Recreation
1856,It's sexist and I don't do slow jams.,sexist,Parks and Recreation
1857,You remember Jen Barkley  politicalconsultant and power broker?,neutral,Parks and Recreation
1858,Forget it  Macklin you're too late--,neutral,Parks and Recreation
1859,Is that Pawnee  Illinois  Indiana  Iowa,neutral,Parks and Recreation
1860,Tom  this witch wants toreserve a park,neutral,Parks and Recreation
1861,That's fine.,neutral,Parks and Recreation
1862,Thank you.,neutral,Parks and Recreation
1863,finding someone,neutral,Parks and Recreation
1864,So  Ron  what brings you here?,neutral,Parks and Recreation
1865,We are here today to determinewhether Leslie Knope,neutral,Parks and Recreation
1866,Wendy loves it too.,neutral,Parks and Recreation
1867,to Marcia Langman.,neutral,Parks and Recreation
1868,My department is pouting,neutral,Parks and Recreation
